nom_commune,code_postal,ville_cp
VEZELISE,54330,VEZELISE (54330)
VIEVILLE EN HAYE,54470,VIEVILLE EN HAYE (54470)
VIGNEULLES,54360,VIGNEULLES (54360)
VILCEY SUR TREY,54700,VILCEY SUR TREY (54700)
VILLACOURT,54290,VILLACOURT (54290)
VILLE AU MONTOIS,54620,VILLE AU MONTOIS (54620)
VILLE AU VAL,54380,VILLE AU VAL (54380)
VILLECEY SUR MAD,54890,VILLECEY SUR MAD (54890)
VILLE EN VERMOIS,54210,VILLE EN VERMOIS (54210)
VILLE HOUDLEMONT,54730,VILLE HOUDLEMONT (54730)
VILLERS EN HAYE,54380,VILLERS EN HAYE (54380)
VILLERS LA CHEVRE,54870,VILLERS LA CHEVRE (54870)
VILLERS LA MONTAGNE,54920,VILLERS LA MONTAGNE (54920)
VILLERS LE ROND,54260,VILLERS LE ROND (54260)
VILLERS LES MOIVRONS,54760,VILLERS LES MOIVRONS (54760)
VILLERS LES NANCY,54600,VILLERS LES NANCY (54600)
VILLERS SOUS PRENY,54700,VILLERS SOUS PRENY (54700)
VILLERUPT,54190,VILLERUPT (54190)
VILLE SUR YRON,54800,VILLE SUR YRON (54800)
VILLETTE,54260,VILLETTE (54260)
VILLEY LE SEC,54840,VILLEY LE SEC (54840)
VILLEY ST ETIENNE,54200,VILLEY ST ETIENNE (54200)
VIRECOURT,54290,VIRECOURT (54290)
VITERNE,54123,VITERNE (54123)
VITREY,54330,VITREY (54330)
VITRIMONT,54300,VITRIMONT (54300)
VITTONVILLE,54700,VITTONVILLE (54700)
VIVIERS SUR CHIERS,54260,VIVIERS SUR CHIERS (54260)
VOINEMONT,54134,VOINEMONT (54134)
VRONCOURT,54330,VRONCOURT (54330)
WAVILLE,54890,WAVILLE (54890)
XAMMES,54470,XAMMES (54470)
XERMAMENIL,54300,XERMAMENIL (54300)
XEUILLEY,54990,XEUILLEY (54990)
XIROCOURT,54740,XIROCOURT (54740)
XIVRY CIRCOURT,54490,XIVRY CIRCOURT (54490)
XONVILLE,54800,XONVILLE (54800)
XOUSSE,54370,XOUSSE (54370)
XURES,54370,XURES (54370)
HAN DEVANT PIERREPONT,54620,HAN DEVANT PIERREPONT (54620)
ABAINVILLE,55130,ABAINVILLE (55130)
ABAUCOURT HAUTECOURT,55400,ABAUCOURT HAUTECOURT (55400)
AINCREVILLE,55110,AINCREVILLE (55110)
AMANTY,55130,AMANTY (55130)
AMBLY SUR MEUSE,55300,AMBLY SUR MEUSE (55300)
AMEL SUR L ETANG,55230,AMEL SUR L ETANG (55230)
ANCEMONT,55320,ANCEMONT (55320)
ANCERVILLE,55170,ANCERVILLE (55170)
ANDERNAY,55800,ANDERNAY (55800)
APREMONT LA FORET,55300,APREMONT LA FORET (55300)
ARRANCY SUR CRUSNES,55230,ARRANCY SUR CRUSNES (55230)
AUBREVILLE,55120,AUBREVILLE (55120)
AULNOIS EN PERTHOIS,55170,AULNOIS EN PERTHOIS (55170)
AUTRECOURT SUR AIRE,55120,AUTRECOURT SUR AIRE (55120)
AUTREVILLE ST LAMBERT,55700,AUTREVILLE ST LAMBERT (55700)
AVILLERS STE CROIX,55210,AVILLERS STE CROIX (55210)
AVIOTH,55600,AVIOTH (55600)
AVOCOURT,55270,AVOCOURT (55270)
AZANNES ET SOUMAZANNES,55150,AZANNES ET SOUMAZANNES (55150)
BAALON,55700,BAALON (55700)
BADONVILLIERS GERAUVILLIERS,55130,BADONVILLIERS GERAUVILLIERS (55130)
BANNONCOURT,55300,BANNONCOURT (55300)
BANTHEVILLE,55110,BANTHEVILLE (55110)
BAR LE DUC,55000,BAR LE DUC (55000)
BAUDONVILLIERS,55170,BAUDONVILLIERS (55170)
BAUDREMONT,55260,BAUDREMONT (55260)
BAULNY,55270,BAULNY (55270)
BAZEILLES SUR OTHAIN,55600,BAZEILLES SUR OTHAIN (55600)
BAZINCOURT SUR SAULX,55170,BAZINCOURT SUR SAULX (55170)
BEAUCLAIR,55700,BEAUCLAIR (55700)
BEAUFORT EN ARGONNE,55700,BEAUFORT EN ARGONNE (55700)
BEAULIEU EN ARGONNE,55250,BEAULIEU EN ARGONNE (55250)
BEAUMONT EN VERDUNOIS,55100,BEAUMONT EN VERDUNOIS (55100)
BEAUSITE,55250,BEAUSITE (55250)
BEHONNE,55000,BEHONNE (55000)
BELLERAY,55100,BELLERAY (55100)
BELLEVILLE SUR MEUSE,55430,BELLEVILLE SUR MEUSE (55430)
BELRAIN,55260,BELRAIN (55260)
BELRUPT EN VERDUNOIS,55100,BELRUPT EN VERDUNOIS (55100)
BENEY EN WOEVRE,55210,BENEY EN WOEVRE (55210)
BETHELAINVILLE,55100,BETHELAINVILLE (55100)
BETHINCOURT,55270,BETHINCOURT (55270)
BEUREY SUR SAULX,55000,BEUREY SUR SAULX (55000)
BEZONVAUX,55100,BEZONVAUX (55100)
BIENCOURT SUR ORGE,55290,BIENCOURT SUR ORGE (55290)
BILLY SOUS MANGIENNES,55230,BILLY SOUS MANGIENNES (55230)
BISLEE,55300,BISLEE (55300)
BLANZEE,55400,BLANZEE (55400)
BOINVILLE EN WOEVRE,55400,BOINVILLE EN WOEVRE (55400)
BONCOURT SUR MEUSE,55200,BONCOURT SUR MEUSE (55200)
BONNET,55130,BONNET (55130)
BONZEE,55160,BONZEE (55160)
LE BOUCHON SUR SAULX,55500,LE BOUCHON SUR SAULX (55500)
BOUCONVILLE SUR MADT,55300,BOUCONVILLE SUR MADT (55300)
BOULIGNY,55240,BOULIGNY (55240)
BOUQUEMONT,55300,BOUQUEMONT (55300)
BOUREUILLES,55270,BOUREUILLES (55270)
BOVEE SUR BARBOURE,55190,BOVEE SUR BARBOURE (55190)
BOVIOLLES,55500,BOVIOLLES (55500)
BRABANT EN ARGONNE,55120,BRABANT EN ARGONNE (55120)
BRABANT LE ROI,55800,BRABANT LE ROI (55800)
BRABANT SUR MEUSE,55100,BRABANT SUR MEUSE (55100)
BRANDEVILLE,55150,BRANDEVILLE (55150)
BRAQUIS,55400,BRAQUIS (55400)
BRAS SUR MEUSE,55100,BRAS SUR MEUSE (55100)
BRAUVILLIERS,55170,BRAUVILLIERS (55170)
BREHEVILLE,55150,BREHEVILLE (55150)
BREUX,55600,BREUX (55600)
BRIEULLES SUR MEUSE,55110,BRIEULLES SUR MEUSE (55110)
BRILLON EN BARROIS,55000,BRILLON EN BARROIS (55000)
BRIXEY AUX CHANOINES,55140,BRIXEY AUX CHANOINES (55140)
BRIZEAUX,55250,BRIZEAUX (55250)
BROCOURT EN ARGONNE,55120,BROCOURT EN ARGONNE (55120)
BROUENNES,55700,BROUENNES (55700)
BROUSSEY EN BLOIS,55190,BROUSSEY EN BLOIS (55190)
BROUSSEY RAULECOURT,55200,BROUSSEY RAULECOURT (55200)
BURE,55290,BURE (55290)
BUREY EN VAUX,55140,BUREY EN VAUX (55140)
BUREY LA COTE,55140,BUREY LA COTE (55140)
BUXIERES SOUS LES COTES,55300,BUXIERES SOUS LES COTES (55300)
BUZY DARMONT,55400,BUZY DARMONT (55400)
CESSE,55700,CESSE (55700)
CHAILLON,55210,CHAILLON (55210)
CHALAINES,55140,CHALAINES (55140)
CHAMPNEUVILLE,55100,CHAMPNEUVILLE (55100)
CHAMPOUGNY,55140,CHAMPOUGNY (55140)
CHARDOGNE,55000,CHARDOGNE (55000)
CHARNY SUR MEUSE,55100,CHARNY SUR MEUSE (55100)
CHARPENTRY,55270,CHARPENTRY (55270)
CHASSEY BEAUPRE,55130,CHASSEY BEAUPRE (55130)
CHATILLON SOUS LES COTES,55400,CHATILLON SOUS LES COTES (55400)
CHATTANCOURT,55100,CHATTANCOURT (55100)
CHAUMONT DEVANT DAMVILLERS,55150,CHAUMONT DEVANT DAMVILLERS (55150)
CHAUMONT SUR AIRE,55260,CHAUMONT SUR AIRE (55260)
CHAUVENCY LE CHATEAU,55600,CHAUVENCY LE CHATEAU (55600)
CHAUVENCY ST HUBERT,55600,CHAUVENCY ST HUBERT (55600)
CHAUVONCOURT,55300,CHAUVONCOURT (55300)
CHEPPY,55270,CHEPPY (55270)
CHONVILLE MALAUMONT,55200,CHONVILLE MALAUMONT (55200)
CIERGES SOUS MONTFAUCON,55270,CIERGES SOUS MONTFAUCON (55270)
LE CLAON,55120,LE CLAON (55120)
CLERMONT EN ARGONNE,55120,CLERMONT EN ARGONNE (55120)
CLERY LE GRAND,55110,CLERY LE GRAND (55110)
CLERY LE PETIT,55110,CLERY LE PETIT (55110)
COMBLES EN BARROIS,55000,COMBLES EN BARROIS (55000)
COMBRES SOUS LES COTES,55160,COMBRES SOUS LES COTES (55160)
COMMERCY,55200,COMMERCY (55200)
LES HAUTS DE CHEE,55000,LES HAUTS DE CHEE (55000)
CONSENVOYE,55110,CONSENVOYE (55110)
CONTRISSON,55800,CONTRISSON (55800)
COURCELLES EN BARROIS,55260,COURCELLES EN BARROIS (55260)
COURCELLES SUR AIRE,55260,COURCELLES SUR AIRE (55260)
COUROUVRE,55260,COUROUVRE (55260)
COUSANCES LES FORGES,55170,COUSANCES LES FORGES (55170)
COUVERTPUIS,55290,COUVERTPUIS (55290)
COUVONGES,55800,COUVONGES (55800)
CUISY,55270,CUISY (55270)
CULEY,55000,CULEY (55000)
CUMIERES LE MORT HOMME,55100,CUMIERES LE MORT HOMME (55100)
CUNEL,55110,CUNEL (55110)
DAGONVILLE,55500,DAGONVILLE (55500)
DAINVILLE BERTHELEVILLE,55130,DAINVILLE BERTHELEVILLE (55130)
DAMLOUP,55400,DAMLOUP (55400)
DAMMARIE SUR SAULX,55500,DAMMARIE SUR SAULX (55500)
DAMVILLERS,55150,DAMVILLERS (55150)
DANNEVOUX,55110,DANNEVOUX (55110)
DELOUZE ROSIERES,55130,DELOUZE ROSIERES (55130)
DELUT,55150,DELUT (55150)
DEMANGE BAUDIGNECOURT,55130,DEMANGE BAUDIGNECOURT (55130)
DIEPPE SOUS DOUAUMONT,55400,DIEPPE SOUS DOUAUMONT (55400)
DIEUE SUR MEUSE,55320,DIEUE SUR MEUSE (55320)
DOMBASLE EN ARGONNE,55120,DOMBASLE EN ARGONNE (55120)
DOMBRAS,55150,DOMBRAS (55150)
DOMMARTIN LA MONTAGNE,55160,DOMMARTIN LA MONTAGNE (55160)
DOMMARY BARONCOURT,55240,DOMMARY BARONCOURT (55240)
DOMPCEVRIN,55300,DOMPCEVRIN (55300)
DOMPIERRE AUX BOIS,55300,DOMPIERRE AUX BOIS (55300)
DOMREMY LA CANNE,55240,DOMREMY LA CANNE (55240)
DONCOURT AUX TEMPLIERS,55160,DONCOURT AUX TEMPLIERS (55160)
DOULCON,55110,DOULCON (55110)
DUGNY SUR MEUSE,55100,DUGNY SUR MEUSE (55100)
DUN SUR MEUSE,55110,DUN SUR MEUSE (55110)
DUZEY,55230,DUZEY (55230)
ECOUVIEZ,55600,ECOUVIEZ (55600)
ECUREY EN VERDUNOIS,55150,ECUREY EN VERDUNOIS (55150)
EIX,55400,EIX (55400)
LES EPARGES,55160,LES EPARGES (55160)
EPIEZ SUR MEUSE,55140,EPIEZ SUR MEUSE (55140)
EPINONVILLE,55270,EPINONVILLE (55270)
ERIZE LA BRULEE,55260,ERIZE LA BRULEE (55260)
ERIZE LA PETITE,55260,ERIZE LA PETITE (55260)
ERIZE ST DIZIER,55000,ERIZE ST DIZIER (55000)
ERNEVILLE AUX BOIS,55500,ERNEVILLE AUX BOIS (55500)
ESNES EN ARGONNE,55100,ESNES EN ARGONNE (55100)
ETAIN,55400,ETAIN (55400)
ETON,55240,ETON (55240)
ETRAYE,55150,ETRAYE (55150)
EUVILLE,55200,EUVILLE (55200)
EVRES,55250,EVRES (55250)
FAINS VEEL,55000,FAINS VEEL (55000)
FLASSIGNY,55600,FLASSIGNY (55600)
FLEURY DEVANT DOUAUMONT,55100,FLEURY DEVANT DOUAUMONT (55100)
FOAMEIX ORNEL,55400,FOAMEIX ORNEL (55400)
FONTAINES ST CLAIR,55110,FONTAINES ST CLAIR (55110)
FORGES SUR MEUSE,55110,FORGES SUR MEUSE (55110)
FOUCAUCOURT SUR THABAS,55250,FOUCAUCOURT SUR THABAS (55250)
FOUCHERES AUX BOIS,55500,FOUCHERES AUX BOIS (55500)
FREMEREVILLE SOUS LES COTES,55200,FREMEREVILLE SOUS LES COTES (55200)
FRESNES AU MONT,55260,FRESNES AU MONT (55260)
FRESNES EN WOEVRE,55160,FRESNES EN WOEVRE (55160)
FROIDOS,55120,FROIDOS (55120)
FROMEREVILLE LES VALLONS,55100,FROMEREVILLE LES VALLONS (55100)
FROMEZEY,55400,FROMEZEY (55400)
FUTEAU,55120,FUTEAU (55120)
GENICOURT SUR MEUSE,55320,GENICOURT SUR MEUSE (55320)
GERCOURT ET DRILLANCOURT,55110,GERCOURT ET DRILLANCOURT (55110)
GERY,55000,GERY (55000)
GESNES EN ARGONNE,55110,GESNES EN ARGONNE (55110)
GIMECOURT,55260,GIMECOURT (55260)
GINCREY,55400,GINCREY (55400)
GIRAUVOISIN,55200,GIRAUVOISIN (55200)
GIVRAUVAL,55500,GIVRAUVAL (55500)
GONDRECOURT LE CHATEAU,55130,GONDRECOURT LE CHATEAU (55130)
GOURAINCOURT,55230,GOURAINCOURT (55230)
GOUSSAINCOURT,55140,GOUSSAINCOURT (55140)
GREMILLY,55150,GREMILLY (55150)
GRIMAUCOURT EN WOEVRE,55400,GRIMAUCOURT EN WOEVRE (55400)
GRIMAUCOURT PRES SAMPIGNY,55500,GRIMAUCOURT PRES SAMPIGNY (55500)
GUERPONT,55000,GUERPONT (55000)
GUSSAINVILLE,55400,GUSSAINVILLE (55400)
HAIRONVILLE,55000,HAIRONVILLE (55000)
HALLES SOUS LES COTES,55700,HALLES SOUS LES COTES (55700)
HAN LES JUVIGNY,55600,HAN LES JUVIGNY (55600)
HANNONVILLE SOUS LES COTES,55210,HANNONVILLE SOUS LES COTES (55210)
HAN SUR MEUSE,55300,HAN SUR MEUSE (55300)
HARVILLE,55160,HARVILLE (55160)
HAUDAINVILLE,55100,HAUDAINVILLE (55100)
HAUDIOMONT,55160,HAUDIOMONT (55160)
HAUMONT PRES SAMOGNEUX,55100,HAUMONT PRES SAMOGNEUX (55100)
HEIPPES,55220,HEIPPES (55220)
HENNEMONT,55160,HENNEMONT (55160)
HERBEUVILLE,55210,HERBEUVILLE (55210)
HERMEVILLE EN WOEVRE,55400,HERMEVILLE EN WOEVRE (55400)
HEUDICOURT SOUS LES COTES,55210,HEUDICOURT SOUS LES COTES (55210)
HEVILLIERS,55290,HEVILLIERS (55290)
HORVILLE EN ORNOIS,55130,HORVILLE EN ORNOIS (55130)
HOUDELAINCOURT,55130,HOUDELAINCOURT (55130)
INOR,55700,INOR (55700)
IPPECOURT,55220,IPPECOURT (55220)
IRE LE SEC,55600,IRE LE SEC (55600)
LES ISLETTES,55120,LES ISLETTES (55120)
LES TROIS DOMAINES,55220,LES TROIS DOMAINES (55220)
JAMETZ,55600,JAMETZ (55600)
JONVILLE EN WOEVRE,55160,JONVILLE EN WOEVRE (55160)
JOUY EN ARGONNE,55120,JOUY EN ARGONNE (55120)
GEVILLE,55200,GEVILLE (55200)
JULVECOURT,55120,JULVECOURT (55120)
JUVIGNY EN PERTHOIS,55170,JUVIGNY EN PERTHOIS (55170)
JUVIGNY SUR LOISON,55600,JUVIGNY SUR LOISON (55600)
KOEUR LA GRANDE,55300,KOEUR LA GRANDE (55300)
KOEUR LA PETITE,55300,KOEUR LA PETITE (55300)
LABEUVILLE,55160,LABEUVILLE (55160)
LACHALADE,55120,LACHALADE (55120)
LACHAUSSEE,55210,LACHAUSSEE (55210)
LACROIX SUR MEUSE,55300,LACROIX SUR MEUSE (55300)
LAHAYMEIX,55260,LAHAYMEIX (55260)
LAHAYVILLE,55300,LAHAYVILLE (55300)
LAHEYCOURT,55800,LAHEYCOURT (55800)
LAIMONT,55800,LAIMONT (55800)
LAMORVILLE,55300,LAMORVILLE (55300)
LAMOUILLY,55700,LAMOUILLY (55700)
LANDRECOURT LEMPIRE,55100,LANDRECOURT LEMPIRE (55100)
LANEUVILLE AU RUPT,55190,LANEUVILLE AU RUPT (55190)
LANEUVILLE SUR MEUSE,55700,LANEUVILLE SUR MEUSE (55700)
LANHERES,55400,LANHERES (55400)
LATOUR EN WOEVRE,55160,LATOUR EN WOEVRE (55160)
LAVALLEE,55260,LAVALLEE (55260)
LAVINCOURT,55170,LAVINCOURT (55170)
LAVOYE,55120,LAVOYE (55120)
LEMMES,55220,LEMMES (55220)
LEROUVILLE,55200,LEROUVILLE (55200)
LEVONCOURT,55260,LEVONCOURT (55260)
LIGNIERES SUR AIRE,55260,LIGNIERES SUR AIRE (55260)
LIGNY EN BARROIS,55500,LIGNY EN BARROIS (55500)
LINY DEVANT DUN,55110,LINY DEVANT DUN (55110)
LION DEVANT DUN,55110,LION DEVANT DUN (55110)
LISLE EN BARROIS,55250,LISLE EN BARROIS (55250)
L ISLE EN RIGAULT,55000,L ISLE EN RIGAULT (55000)
LISSEY,55150,LISSEY (55150)
LOISEY,55000,LOISEY (55000)
LOISON,55230,LOISON (55230)
LONGEAUX,55500,LONGEAUX (55500)
LONGCHAMPS SUR AIRE,55260,LONGCHAMPS SUR AIRE (55260)
LONGEVILLE EN BARROIS,55000,LONGEVILLE EN BARROIS (55000)
LOUPMONT,55300,LOUPMONT (55300)
LOUPPY LE CHATEAU,55800,LOUPPY LE CHATEAU (55800)
LOUPPY SUR LOISON,55600,LOUPPY SUR LOISON (55600)
LOUVEMONT COTE DU POIVRE,55100,LOUVEMONT COTE DU POIVRE (55100)
LUZY ST MARTIN,55700,LUZY ST MARTIN (55700)
MAIZERAY,55160,MAIZERAY (55160)
MAIZEY,55300,MAIZEY (55300)
MALANCOURT,55270,MALANCOURT (55270)
MANDRES EN BARROIS,55290,MANDRES EN BARROIS (55290)
MANGIENNES,55150,MANGIENNES (55150)
MANHEULLES,55160,MANHEULLES (55160)
MARCHEVILLE EN WOEVRE,55160,MARCHEVILLE EN WOEVRE (55160)
MARRE,55100,MARRE (55100)
MARSON SUR BARBOURE,55190,MARSON SUR BARBOURE (55190)
MARTINCOURT SUR MEUSE,55700,MARTINCOURT SUR MEUSE (55700)
MARVILLE,55600,MARVILLE (55600)
MAUCOURT SUR ORNE,55400,MAUCOURT SUR ORNE (55400)
MAULAN,55500,MAULAN (55500)
MAUVAGES,55190,MAUVAGES (55190)
MAXEY SUR VAISE,55140,MAXEY SUR VAISE (55140)
MECRIN,55300,MECRIN (55300)
MELIGNY LE GRAND,55190,MELIGNY LE GRAND (55190)
MELIGNY LE PETIT,55190,MELIGNY LE PETIT (55190)
MENAUCOURT,55500,MENAUCOURT (55500)
MENIL AUX BOIS,55260,MENIL AUX BOIS (55260)
MENIL LA HORGNE,55190,MENIL LA HORGNE (55190)
MENIL SUR SAULX,55500,MENIL SUR SAULX (55500)
MERLES SUR LOISON,55150,MERLES SUR LOISON (55150)
MILLY SUR BRADON,55110,MILLY SUR BRADON (55110)
MOGEVILLE,55400,MOGEVILLE (55400)
MOGNEVILLE,55800,MOGNEVILLE (55800)
MOIREY FLABAS CREPION,55150,MOIREY FLABAS CREPION (55150)
MONTBLAINVILLE,55270,MONTBLAINVILLE (55270)
MONTBRAS,55140,MONTBRAS (55140)
MONT DEVANT SASSEY,55110,MONT DEVANT SASSEY (55110)
MONTFAUCON D ARGONNE,55270,MONTFAUCON D ARGONNE (55270)
LES MONTHAIRONS,55320,LES MONTHAIRONS (55320)
MONTIERS SUR SAULX,55290,MONTIERS SUR SAULX (55290)
MONTIGNY DEVANT SASSEY,55110,MONTIGNY DEVANT SASSEY (55110)
MONTIGNY LES VAUCOULEURS,55140,MONTIGNY LES VAUCOULEURS (55140)
MONTMEDY,55600,MONTMEDY (55600)
MONTPLONNE,55000,MONTPLONNE (55000)
MONTSEC,55300,MONTSEC (55300)
MONTZEVILLE,55100,MONTZEVILLE (55100)
MORANVILLE,55400,MORANVILLE (55400)
MORGEMOULIN,55400,MORGEMOULIN (55400)
CHANTERAINE,55500,CHANTERAINE (55500)
MORLEY,55290,MORLEY (55290)
MOUILLY,55320,MOUILLY (55320)
MOULAINVILLE,55400,MOULAINVILLE (55400)
MOULINS ST HUBERT,55700,MOULINS ST HUBERT (55700)
MOULOTTE,55160,MOULOTTE (55160)
MOUZAY,55700,MOUZAY (55700)
MURVAUX,55110,MURVAUX (55110)
VAL D ORNAIN,55000,VAL D ORNAIN (55000)
MUZERAY,55230,MUZERAY (55230)
NAIVES EN BLOIS,55190,NAIVES EN BLOIS (55190)
NAIVES ROSIERES,55000,NAIVES ROSIERES (55000)
NAIX AUX FORGES,55500,NAIX AUX FORGES (55500)
NANCOIS LE GRAND,55500,NANCOIS LE GRAND (55500)
NANCOIS SUR ORNAIN,55500,NANCOIS SUR ORNAIN (55500)
NANT LE GRAND,55500,NANT LE GRAND (55500)
NANT LE PETIT,55500,NANT LE PETIT (55500)
NANTILLOIS,55270,NANTILLOIS (55270)
NANTOIS,55500,NANTOIS (55500)
NEPVANT,55700,NEPVANT (55700)
NETTANCOURT,55800,NETTANCOURT (55800)
LE NEUFOUR,55120,LE NEUFOUR (55120)
NEUVILLE EN VERDUNOIS,55260,NEUVILLE EN VERDUNOIS (55260)
NEUVILLE LES VAUCOULEURS,55140,NEUVILLE LES VAUCOULEURS (55140)
NEUVILLE SUR ORNAIN,55800,NEUVILLE SUR ORNAIN (55800)
NEUVILLY EN ARGONNE,55120,NEUVILLY EN ARGONNE (55120)
NICEY SUR AIRE,55260,NICEY SUR AIRE (55260)
NIXEVILLE BLERCOURT,55120,NIXEVILLE BLERCOURT (55120)
NONSARD LAMARCHE,55210,NONSARD LAMARCHE (55210)
NOUILLONPONT,55230,NOUILLONPONT (55230)
NOYERS AUZECOURT,55800,NOYERS AUZECOURT (55800)
NUBECOURT,55250,NUBECOURT (55250)
OLIZY SUR CHIERS,55700,OLIZY SUR CHIERS (55700)
ORNES,55150,ORNES (55150)
OSCHES,55220,OSCHES (55220)
OURCHES SUR MEUSE,55190,OURCHES SUR MEUSE (55190)
PAGNY LA BLANCHE COTE,55140,PAGNY LA BLANCHE COTE (55140)
PAGNY SUR MEUSE,55190,PAGNY SUR MEUSE (55190)
PAREID,55160,PAREID (55160)
PARFONDRUPT,55400,PARFONDRUPT (55400)
LES PAROCHES,55300,LES PAROCHES (55300)
PEUVILLERS,55150,PEUVILLERS (55150)
PIERREFITTE SUR AIRE,55260,PIERREFITTE SUR AIRE (55260)
PILLON,55230,PILLON (55230)
PINTHEVILLE,55160,PINTHEVILLE (55160)
PONT SUR MEUSE,55200,PONT SUR MEUSE (55200)
POUILLY SUR MEUSE,55700,POUILLY SUR MEUSE (55700)
PRETZ EN ARGONNE,55250,PRETZ EN ARGONNE (55250)
QUINCY LANDZECOURT,55600,QUINCY LANDZECOURT (55600)
RAMBLUZIN ET BENOITE VAUX,55220,RAMBLUZIN ET BENOITE VAUX (55220)
RAMBUCOURT,55300,RAMBUCOURT (55300)
RANCOURT SUR ORNAIN,55800,RANCOURT SUR ORNAIN (55800)
RANZIERES,55300,RANZIERES (55300)
RARECOURT,55120,RARECOURT (55120)
RECICOURT,55120,RECICOURT (55120)
RECOURT LE CREUX,55220,RECOURT LE CREUX (55220)
REFFROY,55190,REFFROY (55190)
REGNEVILLE SUR MEUSE,55110,REGNEVILLE SUR MEUSE (55110)
REMBERCOURT SOMMAISNE,55250,REMBERCOURT SOMMAISNE (55250)
REMENNECOURT,55800,REMENNECOURT (55800)
REMOIVILLE,55600,REMOIVILLE (55600)
RESSON,55000,RESSON (55000)
REVIGNY SUR ORNAIN,55800,REVIGNY SUR ORNAIN (55800)
REVILLE AUX BOIS,55150,REVILLE AUX BOIS (55150)
RIAVILLE,55160,RIAVILLE (55160)
RIBEAUCOURT,55290,RIBEAUCOURT (55290)
RICHECOURT,55300,RICHECOURT (55300)
RIGNY LA SALLE,55140,RIGNY LA SALLE (55140)
RIGNY ST MARTIN,55140,RIGNY ST MARTIN (55140)
ROBERT ESPAGNE,55000,ROBERT ESPAGNE (55000)
LES ROISES,55130,LES ROISES (55130)
ROMAGNE SOUS LES COTES,55150,ROMAGNE SOUS LES COTES (55150)
ROMAGNE SOUS MONTFAUCON,55110,ROMAGNE SOUS MONTFAUCON (55110)
RONVAUX,55160,RONVAUX (55160)
RAIVAL,55260,RAIVAL (55260)
ROUVRES EN WOEVRE,55400,ROUVRES EN WOEVRE (55400)
ROUVROIS SUR MEUSE,55300,ROUVROIS SUR MEUSE (55300)
ROUVROIS SUR OTHAIN,55230,ROUVROIS SUR OTHAIN (55230)
RUMONT,55000,RUMONT (55000)
RUPT AUX NONAINS,55170,RUPT AUX NONAINS (55170)
RUPT DEVANT ST MIHIEL,55260,RUPT DEVANT ST MIHIEL (55260)
RUPT EN WOEVRE,55320,RUPT EN WOEVRE (55320)
RUPT SUR OTHAIN,55150,RUPT SUR OTHAIN (55150)
ST AMAND SUR ORNAIN,55500,ST AMAND SUR ORNAIN (55500)
ST ANDRE EN BARROIS,55220,ST ANDRE EN BARROIS (55220)
ST AUBIN SUR AIRE,55500,ST AUBIN SUR AIRE (55500)
ST GERMAIN SUR MEUSE,55140,ST GERMAIN SUR MEUSE (55140)
ST HILAIRE EN WOEVRE,55160,ST HILAIRE EN WOEVRE (55160)
ST JEAN LES BUZY,55400,ST JEAN LES BUZY (55400)
ST JOIRE,55130,ST JOIRE (55130)
ST JULIEN SOUS LES COTES,55200,ST JULIEN SOUS LES COTES (55200)
ST LAURENT SUR OTHAIN,55150,ST LAURENT SUR OTHAIN (55150)
ST MAURICE SOUS LES COTES,55210,ST MAURICE SOUS LES COTES (55210)
ST MIHIEL,55300,ST MIHIEL (55300)
ST PIERREVILLERS,55230,ST PIERREVILLERS (55230)
ST REMY LA CALONNE,55160,ST REMY LA CALONNE (55160)
SALMAGNE,55000,SALMAGNE (55000)
SAMPIGNY,55300,SAMPIGNY (55300)
SAMOGNEUX,55100,SAMOGNEUX (55100)
SASSEY SUR MEUSE,55110,SASSEY SUR MEUSE (55110)
SAUDRUPT,55000,SAUDRUPT (55000)
SAULMORY VILLEFRANCHE,55110,SAULMORY VILLEFRANCHE (55110)
SAULVAUX,55500,SAULVAUX (55500)
SAULX LES CHAMPLON,55160,SAULX LES CHAMPLON (55160)
SAUVIGNY,55140,SAUVIGNY (55140)
SAUVOY,55190,SAUVOY (55190)
SAVONNIERES DEVANT BAR,55000,SAVONNIERES DEVANT BAR (55000)
SAVONNIERES EN PERTHOIS,55170,SAVONNIERES EN PERTHOIS (55170)
SEIGNEULLES,55000,SEIGNEULLES (55000)
SENON,55230,SENON (55230)
SENONCOURT LES MAUJOUY,55220,SENONCOURT LES MAUJOUY (55220)
SEPTSARGES,55270,SEPTSARGES (55270)
SEPVIGNY,55140,SEPVIGNY (55140)
SEUZEY,55300,SEUZEY (55300)
SILMONT,55000,SILMONT (55000)
SIVRY LA PERCHE,55100,SIVRY LA PERCHE (55100)
SIVRY SUR MEUSE,55110,SIVRY SUR MEUSE (55110)
SOMMEDIEUE,55320,SOMMEDIEUE (55320)
SOMMEILLES,55800,SOMMEILLES (55800)
SOMMELONNE,55170,SOMMELONNE (55170)
SORBEY,55230,SORBEY (55230)
SORCY ST MARTIN,55190,SORCY ST MARTIN (55190)
LES SOUHESMES RAMPONT,55220,LES SOUHESMES RAMPONT (55220)
SOUILLY,55220,SOUILLY (55220)
SPINCOURT,55230,SPINCOURT (55230)
STAINVILLE,55500,STAINVILLE (55500)
STENAY,55700,STENAY (55700)
TAILLANCOURT,55140,TAILLANCOURT (55140)
TANNOIS,55000,TANNOIS (55000)
THIERVILLE SUR MEUSE,55840,THIERVILLE SUR MEUSE (55840)
